sku;productName;picture;pictureBig;brand;price;crossedOverPrice;discountRate;ratingCount;ratingScore;productUrl;Yaş Seçimi;Kategori;Fiyat Aralığı;ShipmentDay
TELCEPHTCD610-B;HTC Desire 610;http://images.hepsiburada.net/assets/Telefon/200/Telefon_7944783.jpg;http://images.hepsiburada.net/assets/Telefon/500/Telefon_7944783.jpg;HTC;579,0;579,0;0;18;4,2;http://www.hepsiburada.com/htc-desire-610-p-TELCEPHTCD610-B;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Telefon;250TL üzerinde;0
HRDKOANNE3D003;Dekojinal Anneler Günü 3 Boyutlu Lamba Anne3d003;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_12534516.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_12534516.jpg;Dekorjinal;72,89;82,90;12;0;0;http://www.hepsiburada.com/dekojinal-anneler-gunu-3-boyutlu-lamba-anne3d003-p-HRDKOANNE3D003;36-45 Yaş;Yapı Market, Hırdavat;50TL - 100TL;3
DKFIRSTMOM2016-09;First Steps Ilk Sultanıma, Anneme Hediye Kutusu, Anneler Günü Özel;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_12559447.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_12559447.jpg;First Steps;47,90;67,90;29;0;0;http://www.hepsiburada.com/first-steps-ilk-sultanima-anneme-hediye-kutusu-anneler-gunu-ozel-p-DKFIRSTMOM2016-09;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;0TL - 50TL;3
DKFIRSTMOM2016-05;First Steps Anneme Hediye Sandığı, Anneler Günü Özel;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_12559452.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_12559452.jpg;First Steps;47,90;67,90;29;1;5;http://www.hepsiburada.com/first-steps-anneme-hediye-sandigi-anneler-gunu-ozel-p-DKFIRSTMOM2016-05;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;0TL - 50TL;3
SASCK0702353;Casio A168WG-9WDF Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_1910784.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_1910784.jpg;Casio;114,99;192,00;40;16;4,8;http://www.hepsiburada.com/casio-a168wg-9wdf-kadin-kol-saati-p-SASCK0702353;25-35 Yaş;Saat, Gözlük, Aksesuar;100TL - 150TL;0
SGSILK4207;Silk'n Glide 150.000 Işık Atımlı Epilasyon Aleti GL15PE1TU001 (Özel Çantasıyla Birlikte);http://images.hepsiburada.net/assets/SG/200/SG_4084490.jpg;http://images.hepsiburada.net/assets/SG/500/SG_4084490.jpg;Silkn;479,89;899,90;47;25;4,6;http://www.hepsiburada.com/silk-n-glide-150-000-isik-atimli-epilasyon-aleti-gl15pe1tu001-ozel-cantasiyla-birlikte-p-SGSILK4207;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Sağlık, Kişisel Bakım;250TL üzerinde;0
SGBEURER769253;Beurer BG 17 Diyagnoz Vücut Analiz Baskülü;http://images.hepsiburada.net/assets/SG/200/SG_8916359.jpg;http://images.hepsiburada.net/assets/SG/500/SG_8916359.jpg;Beurer;81,99;144,00;43;3;5;http://www.hepsiburada.com/beurer-bg-17-diyagnoz-vucut-analiz-baskulu-p-SGBEURER769253;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Sağlık, Kişisel Bakım;50TL - 100TL;4
EAKSTAC71092398S;Taç Casabel Şalyaka Lila Bambu Bornoz S;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_9446397.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_9446397.jpg;Taç Casabel;44,90;129,90;65;0;0;http://www.hepsiburada.com/tac-casabel-salyaka-lila-bambu-bornoz-s-p-EAKSTAC71092398S;36-45 Yaş;Ev Tekstili;0TL - 50TL;5
HREVABJPVCFUSYAB;Evsimo 3 Ayaklı Tripod Abajur - Fuşya / Beyaz;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_9621824.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_9621824.jpg;Evsimo;49,90;59,90;17;0;0;http://www.hepsiburada.com/evsimo-3-ayakli-tripod-abajur-fusya-beyaz-p-HREVABJPVCFUSYAB;25-35 Yaş;Yapı Market, Hırdavat;0TL - 50TL;3
HREVABJPVCLEOPARK;Evsimo 3 Ayaklı Tripod Abajur - Leopar / Kahve;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_9622031.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_9622031.jpg;Evsimo;49,90;59,90;17;1;5;http://www.hepsiburada.com/evsimo-3-ayakli-tripod-abajur-leopar-kahve-p-HREVABJPVCLEOPARK;36-45 Yaş;Yapı Market, Hırdavat;0TL - 50TL;3
TKASAS46BLZ;Altınsepeti Anneler Günü Hediyesi Bilezik As46blz;http://images.hepsiburada.net/assets/Kuyumcu/200/Kuyumcu_8951128.jpg;http://images.hepsiburada.net/assets/Kuyumcu/500/Kuyumcu_8951128.jpg;Altın Sepeti;463,12;463,12;0;0;0;http://www.hepsiburada.com/altinsepeti-anneler-gunu-hediyesi-bilezik-as46blz-p-TKASAS46BLZ;46 Yaş ve Üzeri;Takı, Mücevher;250TL üzerinde;1
AILEANNEHM91111KIR;Happy Milk Kıvır Bırak Lohusa Tacı Kırmızı;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_9746439.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_9746439.jpg;Happy Milk;9,89;9,89;0;1;5;http://www.hepsiburada.com/happy-milk-kivir-birak-lohusa-taci-kirmizi-p-AILEANNEHM91111KIR;25-35 Yaş;Anne, Bebek, Oyuncak;0TL - 50TL;3
AILEABC300;Happy Milk Overlappy Kısa Kollu Hamile Ve Emzirme Tişörtü-Sade Şıklık-V Yaka-Beyaz;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_3453989.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_3453989.jpg;Happy Milk;44,90;44,90;0;0;0;http://www.hepsiburada.com/happy-milk-overlappy-kisa-kollu-hamile-ve-emzirme-tisortu-sade-siklik-v-yaka-beyaz-p-AILEABC300;25-35 Yaş;Anne, Bebek, Oyuncak;0TL - 50TL;4
MTREGALDISHL421X;Regal DISH L 421 X A+ 4 Programlı Bulaşık Makinesi;http://images.hepsiburada.net/assets/MAG/200/MAG_9816880.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_9816880.jpg;Regal;799,00;999,00;20;1;5;http://www.hepsiburada.com/regal-dish-l-421-x-a-4-programli-bulasik-makinesi-p-MTREGALDISHL421X;46 Yaş ve Üzeri;Beyaz Eşya, Mutfak;250TL üzerinde;0
EAKSTAC25036284;Taç Casabel Zambak Masa Örtüsü;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_9860816.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_9860816.jpg;Taç Casabel;26,89;59,90;55;0;0;http://www.hepsiburada.com/tac-casabel-zambak-masa-ortusu-p-EAKSTAC25036284;36-45 Yaş;Ev Tekstili;0TL - 50TL;0
GYVIC2044IS-EL;The Victoria İpek Saten 6 Parça Gecelik Sabahlık Takım;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_9936229.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_9936229.jpg;The Victoria;175,0;250,0;30;0;0;http://www.hepsiburada.com/the-victoria-ipek-saten-6-parca-gecelik-sabahlik-takim-p-GYVIC2044IS-EL;25-35 Yaş;Giyim, Aksesuar;150TL - 250TL;0
HRZDABJ020105;Fivorno Bacchetta Krem Kumaş Başlıklı Krem Hürrem Ayak Abajur;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_9940858.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_9940858.jpg;Fivorno;84,90;129,89;35;1;2;http://www.hepsiburada.com/fivorno-bacchetta-krem-kumas-baslikli-krem-hurrem-ayak-abajur-p-HRZDABJ020105;36-45 Yaş;Yapı Market, Hırdavat;50TL - 100TL;5
GYJK1204092-IND-S;Jimmy Key Laur Belden Büzgülü Elbise Indigo Mavi;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_9632849.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_9632849.jpg;Jimmy Key;38,99;79,98;51;0;0;http://www.hepsiburada.com/jimmy-key-laur-belden-buzgulu-elbise-indigo-mavi-p-GYJK1204092-IND-S;25-35 Yaş;Giyim, Aksesuar;0TL - 50TL;0
MTHOOVDYN062E;Hoover DYN 062/E A+ 6 Programlı Bulaşık Makinesi;http://images.hepsiburada.net/assets/MAG/200/MAG_8909818.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_8909818.jpg;Hoover;898,99;1199,00;25;0;0;http://www.hepsiburada.com/hoover-dyn-062-e-a-6-programli-bulasik-makinesi-p-MTHOOVDYN062E;46 Yaş ve Üzeri;Beyaz Eşya, Mutfak;250TL üzerinde;0
MTHOOVHLSI6017;Hoover HLSI 60-17 A+ 7 Programlı Yarı Ankastre Bulaşık Makinesi;http://images.hepsiburada.net/assets/MAG/200/MAG_9683503.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_9683503.jpg;Hoover;999,00;1499,00;33;0;0;http://www.hepsiburada.com/hoover-hlsi-60-17-a-7-programli-yari-ankastre-bulasik-makinesi-p-MTHOOVHLSI6017;46 Yaş ve Üzeri;Beyaz Eşya, Mutfak;250TL üzerinde;0
MBSOLVO99137265097;Bysolvo Dekoratif Boy Aynalı Ütü Masası - Kahve;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_10101280.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_10101280.jpg;Bysolvo ;299,00;479,00;38;0;0;http://www.hepsiburada.com/bysolvo-dekoratif-boy-aynali-utu-masasi-kahve-p-MBSOLVO99137265097;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;250TL üzerinde;1
MBSOLVO99137265103;Bysolvo Dekoratif Boy Aynalı Ütü Masası Elips - Beyaz;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_10101281.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_10101281.jpg;Bysolvo ;339,90;639,01;47;0;0;http://www.hepsiburada.com/bysolvo-dekoratif-boy-aynali-utu-masasi-elips-beyaz-p-MBSOLVO99137265103;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;250TL üzerinde;1
MBSOLVO99137265158;Bysolvo Aynalı Makyaj Masası;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_10592529.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_10592529.jpg;Bysolvo ;599,00;959,00;38;0;0;http://www.hepsiburada.com/bysolvo-aynali-makyaj-masasi-p-MBSOLVO99137265158;25-35 Yaş;Mobilya, Dekorasyon;250TL üzerinde;1
TELCEPNOK215D-S;Nokia 215 Dual Sim;http://images.hepsiburada.net/assets/Telefon/200/Telefon_10144094.jpg;http://images.hepsiburada.net/assets/Telefon/500/Telefon_10144094.jpg;Nokia;389,00;429,00;9;0;0;http://www.hepsiburada.com/nokia-215-dual-sim-p-TELCEPNOK215D-S;46 Yaş ve Üzeri;Telefon;250TL üzerinde;0
EVARZAR4020;Arzum AR4020 Cleanart Max Turbo Başlıklı Elektrikli Süpürge;http://images.hepsiburada.net/assets/EE/200/EE_13166997.jpg;http://images.hepsiburada.net/assets/EE/500/EE_13166997.jpg;Arzum;249,90;549,90;55;12;4,6;http://www.hepsiburada.com/arzum-ar4020-cleanart-max-turbo-baslikli-elektrikli-supurge-p-EVARZAR4020;25-35 Yaş;Ev Elektroniği;150TL - 250TL;0
HRFIDBONBD1;Fideland Balıkçı Bonsai Diorama;http://images.hepsiburada.net/assets/Bahce/200/Bahce_10259415.jpg;http://images.hepsiburada.net/assets/Bahce/500/Bahce_10259415.jpg;Fideland;44,90;64,00;30;1;3;http://www.hepsiburada.com/fideland-balikci-bonsai-diorama-p-HRFIDBONBD1;46 Yaş ve Üzeri,25-35 Yaş;Bahçe;0TL - 50TL;4
HRFIDBONBD4;Fideland Korınt Sutunlu Bonsai Diorama;http://images.hepsiburada.net/assets/Bahce/200/Bahce_10259419.jpg;http://images.hepsiburada.net/assets/Bahce/500/Bahce_10259419.jpg;Fideland;48,90;64,00;24;0;0;http://www.hepsiburada.com/fideland-korint-sutunlu-bonsai-diorama-p-HRFIDBONBD4;46 Yaş ve Üzeri,25-35 Yaş;Bahçe;0TL - 50TL;4
HRFIDBONBD3;Fideland Likya Anıtlı Bonsai Diorama;http://images.hepsiburada.net/assets/Bahce/200/Bahce_10259427.jpg;http://images.hepsiburada.net/assets/Bahce/500/Bahce_10259427.jpg;Fideland;48,90;64,00;24;0;0;http://www.hepsiburada.com/fideland-likya-anitli-bonsai-diorama-p-HRFIDBONBD3;46 Yaş ve Üzeri,25-35 Yaş;Bahçe;0TL - 50TL;5
HRFIDBONBD2;Fideland Yaban Keçili Bonsai Diorama;http://images.hepsiburada.net/assets/Bahce/200/Bahce_10259433.jpg;http://images.hepsiburada.net/assets/Bahce/500/Bahce_10259433.jpg;Fideland;48,90;64,00;24;0;0;http://www.hepsiburada.com/fideland-yaban-kecili-bonsai-diorama-p-HRFIDBONBD2;46 Yaş ve Üzeri,25-35 Yaş;Bahçe;0TL - 50TL;5
EVMIECOMPC3Y;Miele Complete C3 Ecoline Yeşil 800W Elektrikli Süpürge;http://images.hepsiburada.net/assets/EE/200/EE_10258989.jpg;http://images.hepsiburada.net/assets/EE/500/EE_10258989.jpg;Miele;749,90;859,89;13;0;0;http://www.hepsiburada.com/miele-complete-c3-ecoline-yesil-800w-elektrikli-supurge-p-EVMIECOMPC3Y;25-35 Yaş;Ev Elektroniği;250TL üzerinde;0
EVMIECOMPC1K;Miele Complete C1 Elektrikli Süpürge;http://images.hepsiburada.net/assets/EE/200/EE_10261422.jpg;http://images.hepsiburada.net/assets/EE/500/EE_10261422.jpg;Miele;499,90;579,00;14;0;0;http://www.hepsiburada.com/miele-complete-c1-elektrikli-supurge-p-EVMIECOMPC1K;25-35 Yaş;Ev Elektroniği;250TL üzerinde;0
GYIRN24084-L;İroni Kristal Taş Yakalı Mini Abiye Mor Elbise;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_10266314.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_10266314.jpg;İroni;69,9;92,55;24;0;0;http://www.hepsiburada.com/ironi-kristal-tas-yakali-mini-abiye-mor-elbise-p-GYIRN24084-L;25-35 Yaş;Giyim, Aksesuar;50TL - 100TL;0
GYIRN24100-M;İroni Pelerinli Likralı Mini Kırmızı Elbise;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_10266418.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_10266418.jpg;İroni;39,9;52,83;24;0;0;http://www.hepsiburada.com/ironi-pelerinli-likrali-mini-kirmizi-elbise-p-GYIRN24100-M;25-35 Yaş;Giyim, Aksesuar;0TL - 50TL;0
HRTRIR50141002;Trio Lighting Ring Ceramic Abajur, 1Xe14 Siyah-Beyaz, Beyaz Şapkalı;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_10274349.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_10274349.jpg;Trio Lighting;39,90;50,91;22;0;0;http://www.hepsiburada.com/trio-lighting-ring-ceramic-abajur-1xe14-siyah-beyaz-beyaz-sapkali-p-HRTRIR50141002;36-45 Yaş;Yapı Market, Hırdavat;0TL - 50TL;7
HRTRIR59431007;Trio Lighting Cup Dokunmatik Masa Lambası, Mat Nikel;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_10274361.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_10274361.jpg;Trio Lighting;44,90;56,90;21;0;0;http://www.hepsiburada.com/trio-lighting-cup-dokunmatik-masa-lambasi-mat-nikel-p-HRTRIR59431007;36-45 Yaş;Yapı Market, Hırdavat;0TL - 50TL;7
HRTC25030710;Taç Botanik Masa Lambası 2503,07,10;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_10280903.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_10280903.jpg;Taç Avize;44,90;61,90;27;1;5;http://www.hepsiburada.com/tac-botanik-masa-lambasi-2503-07-10-p-HRTC25030710;46 Yaş ve Üzeri;Yapı Market, Hırdavat;0TL - 50TL;3
GYMLSTFW01604FB-44;Melisita Anabella Büyük Beden Siyah Tunik;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_10570694.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_10570694.jpg;Melisita;59,99;59,99;0;0;0;http://www.hepsiburada.com/melisita-anabella-buyuk-beden-siyah-tunik-p-GYMLSTFW01604FB-44;46 Yaş ve Üzeri;Giyim, Aksesuar;50TL - 100TL;0
GYMLSTFW01654EB-44;Melisita Lula Büyük Beden Siyah Elbise;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_10570912.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_10570912.jpg;Melisita;69,99;69,99;0;0;0;http://www.hepsiburada.com/melisita-lula-buyuk-beden-siyah-elbise-p-GYMLSTFW01654EB-44;36-45 Yaş;Giyim, Aksesuar;50TL - 100TL;0
GYMLSTFW01669EB-46;Melisita Astrid Büyük Beden Siyah Elbise;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_10570955.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_10570955.jpg;Melisita;69,99;69,99;0;0;0;http://www.hepsiburada.com/melisita-astrid-buyuk-beden-siyah-elbise-p-GYMLSTFW01669EB-46;46 Yaş ve Üzeri;Giyim, Aksesuar;50TL - 100TL;0
MBFLY137052;Bunjee Üç Kapaklı İki Çekmeceli Boy Dolap;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_10586561.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_10586561.jpg;Bunjee;325,90;429,90;24;2;4,5;http://www.hepsiburada.com/bunjee-uc-kapakli-iki-cekmeceli-boy-dolap-p-MBFLY137052;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;250TL üzerinde;7
MTTEFMASCHEFPREG;Tefal Masterchef Gourmet Premium Mutfak Şefi Gümüş;http://images.hepsiburada.net/assets/MAG/200/MAG_11793643.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_11793643.jpg;Tefal;1319,90;1499,90;12;2;5;http://www.hepsiburada.com/tefal-masterchef-gourmet-premium-mutfak-sefi-gumus-p-MTTEFMASCHEFPREG;25-35 Yaş;Beyaz Eşya, Mutfak;250TL üzerinde;0
SAGSSCLS10AR507502;Armparty Coliseum Premium Cls10arm507502 Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_10887470.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_10887470.jpg;Coliseum;39,90;249,00;84;7;3,9;http://www.hepsiburada.com/armparty-coliseum-premium-cls10arm507502-kadin-kol-saati-p-SAGSSCLS10AR507502;25-35 Yaş;Saat, Gözlük, Aksesuar;0TL - 50TL;0
MTGRILLPAN32SYH;Schafer Granit Gloria Grill Pan Çift Taraflı Tava Siyah 30 cm;http://images.hepsiburada.net/assets/MAG/200/MAG_5763928.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_5763928.jpg;Schafer;94,90;199,90;53;5;4;http://www.hepsiburada.com/schafer-granit-gloria-grill-pan-cift-tarafli-tava-siyah-30-cm-p-MTGRILLPAN32SYH;36-45 Yaş,25-35 Yaş;Beyaz Eşya, Mutfak;50TL - 100TL;0
MBEKOL818906;Kenyap 818906 Vento Çok Amaçlı Dolap;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_10847197.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_10847197.jpg;Kenyap;259,91;414,90;37;2;5;http://www.hepsiburada.com/kenyap-818906-vento-cok-amacli-dolap-p-MBEKOL818906;36-45 Yaş;Mobilya, Dekorasyon;250TL üzerinde;15
TKHEDAHS101;7/24 Hediye Anneye Hediye Ahşap Kaşık Seti;http://images.hepsiburada.net/assets/Kuyumcu/200/Kuyumcu_4685052.jpg;http://images.hepsiburada.net/assets/Kuyumcu/500/Kuyumcu_4685052.jpg;7/24 Hediye;39,90;63,84;38;0;0;http://www.hepsiburada.com/7-24-hediye-anneye-hediye-ahsap-kasik-seti-p-TKHEDAHS101;46 Yaş ve Üzeri,36-45 Yaş;Takı, Mücevher;0TL - 50TL;1
TKHEDAHT103;7/24 Hediye Anneye Mutfak Hediyesi Ahşap Havan;http://images.hepsiburada.net/assets/Kuyumcu/200/Kuyumcu_4685056.jpg;http://images.hepsiburada.net/assets/Kuyumcu/500/Kuyumcu_4685056.jpg;7/24 Hediye;39,90;63,84;38;0;0;http://www.hepsiburada.com/7-24-hediye-anneye-mutfak-hediyesi-ahsap-havan-p-TKHEDAHT103;46 Yaş ve Üzeri;Takı, Mücevher;0TL - 50TL;1
TKHEDDS1109;7/24 Hediye Anneye Hediye Canım Annem Duvar Saati;http://images.hepsiburada.net/assets/Kuyumcu/200/Kuyumcu_4685043.jpg;http://images.hepsiburada.net/assets/Kuyumcu/500/Kuyumcu_4685043.jpg;7/24 Hediye;59,90;95,84;38;0;0;http://www.hepsiburada.com/7-24-hediye-anneye-hediye-canim-annem-duvar-saati-p-TKHEDDS1109;36-45 Yaş,25-35 Yaş;Takı, Mücevher;50TL - 100TL;1
EAKSEP007346;Eponj Home Ranforce Pamuk Nevresim Seti Çift Kişilik Emılly Pembe;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_10716996.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_10716996.jpg;Eponj Home;44,90;79,90;44;0;0;http://www.hepsiburada.com/eponj-home-ranforce-pamuk-nevresim-seti-cift-kisilik-emilly-pembe-p-EAKSEP007346;36-45 Yaş;Ev Tekstili;0TL - 50TL;5
BD804671;Swiss Charger SCS 20003 Mikrofonlu Kırmızı Kulakiçi Kulaklık;http://images.hepsiburada.net/assets/Bilgisayar/200/Bilgisayar_10697633.jpg;http://images.hepsiburada.net/assets/Bilgisayar/500/Bilgisayar_10697633.jpg;Swiss;79,90;109,00;27;1;5;http://www.hepsiburada.com/swiss-charger-scs-20003-mikrofonlu-kirmizi-kulakici-kulaklik-p-BD804671;25-35 Yaş;Bilgisayar;50TL - 100TL;0
TKHEDP108;7/24 Hediye Annelere Özel Puzzle - Dikey 21x30 21x30 Ebatında;http://images.hepsiburada.net/assets/Kuyumcu/200/Kuyumcu_4685087.jpg;http://images.hepsiburada.net/assets/Kuyumcu/500/Kuyumcu_4685087.jpg;7/24 Hediye;34,89;49,84;30;0;0;http://www.hepsiburada.com/7-24-hediye-annelere-ozel-puzzle-dikey-21x30-21x30-ebatinda-p-TKHEDP108;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Takı, Mücevher;0TL - 50TL;1
TKHEDPO109;7/24 Hediye Annelere Özel Plaket Ödülü;http://images.hepsiburada.net/assets/Kuyumcu/200/Kuyumcu_4685070.jpg;http://images.hepsiburada.net/assets/Kuyumcu/500/Kuyumcu_4685070.jpg;7/24 Hediye;39,90;56,99;30;0;0;http://www.hepsiburada.com/7-24-hediye-annelere-ozel-plaket-odulu-p-TKHEDPO109;46 Yaş ve Üzeri;Takı, Mücevher;0TL - 50TL;1
HRMODMNG1889;Büyük Boncuk Abajur Venge Ayak/Yeşil Şapka;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_10819069.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_10819069.jpg;Mode Light;109,91;129,91;15;0;0;http://www.hepsiburada.com/buyuk-boncuk-abajur-venge-ayak-yesil-sapka-p-HRMODMNG1889;36-45 Yaş;Yapı Market, Hırdavat;100TL - 150TL;5
SAMSTAK1236MPOR;Anne Klein Ak1236mpor Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_10761082.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_10761082.jpg;Anne Klein;286,25;286,25;0;0;0;http://www.hepsiburada.com/anne-klein-ak1236mpor-kadin-kol-saati-p-SAMSTAK1236MPOR;36-45 Yaş;Saat, Gözlük, Aksesuar;250TL üzerinde;0
SAMSTCRM035B266H;Cerruti Crm035b266h Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_10760492.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_10760492.jpg;Cerruti;472,0;472,0;0;0;0;http://www.hepsiburada.com/cerruti-crm035b266h-kadin-kol-saati-p-SAMSTCRM035B266H;36-45 Yaş;Saat, Gözlük, Aksesuar;250TL üzerinde;0
SAMSTECP10166;Escape Ecp10166 Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_10771750.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_10771750.jpg;Escape;333,9;333,9;0;0;0;http://www.hepsiburada.com/escape-ecp10166-kadin-kol-saati-p-SAMSTECP10166;36-45 Yaş;Saat, Gözlük, Aksesuar;250TL üzerinde;0
SAMSTES102322001;Esprit Es102322001 Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_10760878.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_10760878.jpg;Esprit;153,0;153,0;0;0;0;http://www.hepsiburada.com/esprit-es102322001-kadin-kol-saati-p-SAMSTES102322001;36-45 Yaş;Saat, Gözlük, Aksesuar;150TL - 250TL;0
GYEXPR13767OR36;Exquise Orjinal Elbise;http://images.hepsiburada.net/assets/Hediyelik/200/Hediyelik_11015108.jpg;http://images.hepsiburada.net/assets/Hediyelik/500/Hediyelik_11015108.jpg;Exquise Paris;119,99;239,99;50;0;0;http://www.hepsiburada.com/exquise-orjinal-elbise-p-GYEXPR13767OR36;25-35 Yaş;Giyim, Aksesuar;100TL - 150TL;0
EVTEFFV9513;Tefal FV9513 Ultimate 2600W Autoclean Tabanlı Otomatik Kapanmalı Buharlı Ütü;http://images.hepsiburada.net/assets/EE/200/EE_12107870.jpg;http://images.hepsiburada.net/assets/EE/500/EE_12107870.jpg;Tefal;237,90;299,90;21;11;4,6;http://www.hepsiburada.com/tefal-fv9513-ultimate-2600w-autoclean-tabanli-otomatik-kapanmali-buharli-utu-p-EVTEFFV9513;25-35 Yaş;Ev Elektroniği;150TL - 250TL;0
MTKINPLEA315;King 315P Lea Porselen Demlikli Çay Makinesi;http://images.hepsiburada.net/assets/MAG/200/MAG_11070994.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_11070994.jpg;King;149,90;189,90;21;0;0;http://www.hepsiburada.com/king-315p-lea-porselen-demlikli-cay-makinesi-p-MTKINPLEA315;25-35 Yaş;Beyaz Eşya, Mutfak;100TL - 150TL;0
MTSL2632KTKIRMIZI;Silver Döküm 26cm x 32cm Kulplu Izgara Tava Kırmızı;http://images.hepsiburada.net/assets/MAG/200/MAG_11179181.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_11179181.jpg;Silver;119,90;159,87;25;1;5;http://www.hepsiburada.com/silver-dokum-26cm-x-32cm-kulplu-izgara-tava-kirmizi-p-MTSL2632KTKIRMIZI;36-45 Yaş,25-35 Yaş;Beyaz Eşya, Mutfak;100TL - 150TL;2
