sku;productName;picture;pictureBig;brand;price;crossedOverPrice;discountRate;ratingCount;ratingScore;productUrl;Yaş Seçimi;Kategori;Fiyat Aralığı;ShipmentDay
DKFIRSTMOM2016-12;First Steps Anneme Özel Pek Romantik Hediye Sepeti, Anneler Günü Özel;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_12559456.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_12559456.jpg;First Steps;62,91;89,90;30;0;0;http://www.hepsiburada.com/first-steps-anneme-ozel-pek-romantik-hediye-sepeti-anneler-gunu-ozel-p-DKFIRSTMOM2016-12;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;3
MBIPK33854069;Dimax Jival Koltuk Takımı;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_6739726.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_6739726.jpg;Dimax;3669,00;5499,90;33;0;0;http://www.hepsiburada.com/dimax-jival-koltuk-takimi-p-MBIPK33854069;36-45 Yaş;Mobilya, Dekorasyon;250TL üzerinde;7
MTALTUSALM701;Altus ALM-701 A+ 7 Kg 1000 Devir Çamaşır Makinesi;http://images.hepsiburada.net/assets/MAG/200/MAG_1484359.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_1484359.jpg;Altus;789,00;1099,00;28;68;4,1;http://www.hepsiburada.com/altus-alm-701-a-7-kg-1000-devir-camasir-makinesi-p-MTALTUSALM701;46 Yaş ve Üzeri;Beyaz Eşya, Mutfak;250TL üzerinde;0
ZYCHOC0267;ChocChic Anneler Günü-Canım Anneme Çikolata;http://images.hepsiburada.net/assets/Taris/200/Taris_4638084.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4638084.jpg;ChocChic;49,90;59,90;17;0;0;http://www.hepsiburada.com/chocchic-anneler-gunu-canim-anneme-cikolata-p-ZYCHOC0267;36-45 Yaş,25-35 Yaş;Süpermarket;0TL - 50TL;1
HRMDL8310;Modelight Klasik Ahşap Abajur;http://images.hepsiburada.net/assets/Hirdavat/200/Hirdavat_1478648.jpg;http://images.hepsiburada.net/assets/Hirdavat/500/Hirdavat_1478648.jpg;Mode Light;67,90;82,90;18;6;4,3;http://www.hepsiburada.com/modelight-klasik-ahsap-abajur-p-HRMDL8310;46 Yaş ve Üzeri;Yapı Market, Hırdavat;50TL - 100TL;0
SGBRAUN710;Braun Satin Hair 7 Iontec HD710 2200W Saç Kurutma Makinesi;http://images.hepsiburada.net/assets/SG/200/SG_10573021.jpg;http://images.hepsiburada.net/assets/SG/500/SG_10573021.jpg;Braun;149,90;229,90;35;290;4,3;http://www.hepsiburada.com/braun-satin-hair-7-iontec-hd710-2200w-sac-kurutma-makinesi-p-SGBRAUN710;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Sağlık, Kişisel Bakım;100TL - 150TL;0
SADK-1305-4S;Dice Kayek DK-1305-4S Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_2964301.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_2964301.jpg;Dice Kayek;87,9;299,00;71;0;0;http://www.hepsiburada.com/dice-kayek-dk-1305-4s-kadin-kol-saati-p-SADK-1305-4S;25-35 Yaş;Saat, Gözlük, Aksesuar;50TL - 100TL;0
MBKEN811686;Kenyap 811686 Verona Mutfak;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_3672871.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_3672871.jpg;Kenyap;399,90;615,90;35;7;3,7;http://www.hepsiburada.com/kenyap-811686-verona-mutfak-p-MBKEN811686;46 Yaş ve Üzeri,36-45 Yaş;Mobilya, Dekorasyon;250TL üzerinde;10
DKNOM125JXN275;Anne Ve Çocukları Figürlü Porselen Biblo;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_4058002.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_4058002.jpg;Gift Cloud;315,44;441,63;29;0;0;http://www.hepsiburada.com/anne-ve-cocuklari-figurlu-porselen-biblo-p-DKNOM125JXN275;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;250TL üzerinde;5
MTHECSQUAREMASIYAY;Hecha Grıllpan Square 28 Cm Tava Mat Siyah;http://images.hepsiburada.net/assets/MAG/200/MAG_10200906.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_10200906.jpg;Hecha;169,00;188,99;11;17;4,5;http://www.hepsiburada.com/hecha-grillpan-square-28-cm-tava-mat-siyah-p-MTHECSQUAREMASIYAY;36-45 Yaş,25-35 Yaş;Beyaz Eşya, Mutfak;150TL - 250TL;3
DKNOM125JXN304;Anne Ve Oğlu Figürlü Porselen Biblo;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_4058175.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_4058175.jpg;Gift Cloud;115,38;161,55;29;0;0;http://www.hepsiburada.com/anne-ve-oglu-figurlu-porselen-biblo-p-DKNOM125JXN304;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;100TL - 150TL;5
MTKENKMX61;Kenwood KMX61 Mutfak Şefi;http://images.hepsiburada.net/assets/MAG/200/MAG_4976678.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_4976678.jpg;Kenwood;1669,90;1799,90;7;1;5;http://www.hepsiburada.com/kenwood-kmx61-mutfak-sefi-p-MTKENKMX61;25-35 Yaş;Beyaz Eşya, Mutfak;250TL üzerinde;0
DKORT150560;Orta Sofa Anne temalı pano2;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_5035913.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_5035913.jpg;Orta Sofa;54,91;77,90;30;0;0;http://www.hepsiburada.com/orta-sofa-anne-temali-pano2-p-DKORT150560;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;10
AILEMOTEM236ML;Motherway Elbise;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_5809075.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_5809075.jpg;Motherway;99,50;99,50;0;0;0;http://www.hepsiburada.com/motherway-elbise-p-AILEMOTEM236ML;25-35 Yaş;Anne, Bebek, Oyuncak;50TL - 100TL;3
DVDVIDEO1081;Anneler Günü Özel Set 1;http://images.hepsiburada.net/assets/Film/200/Film_1290865.jpg;http://images.hepsiburada.net/assets/Film/500/Film_1290865.jpg;;39,99;39,99;0;0;0;http://www.hepsiburada.com/anneler-gunu-ozel-set-1-p-DVDVIDEO1081;25-35 Yaş;Film;0TL - 50TL;0
SPORORB2401KP;Orbis Voltage 24" 21 Vites Kadın Dağ Bisikleti;http://images.hepsiburada.net/assets/Spor/200/Spor_4622423.jpg;http://images.hepsiburada.net/assets/Spor/500/Spor_4622423.jpg;Orbis;327,90;506,90;35;11;4;http://www.hepsiburada.com/orbis-voltage-24-21-vites-kadin-dag-bisikleti-p-SPORORB2401KP;36-45 Yaş;Spor, Fitness;250TL üzerinde;1
TKHEDKMS108;7/24 Hediye Canım Anneme Özel Kalp Şeklinde Masa Saati - Akrilik;http://images.hepsiburada.net/assets/Kuyumcu/200/Kuyumcu_4698597.jpg;http://images.hepsiburada.net/assets/Kuyumcu/500/Kuyumcu_4698597.jpg;7/24 Hediye;59,90;95,84;38;0;0;http://www.hepsiburada.com/7-24-hediye-canim-anneme-ozel-kalp-seklinde-masa-saati-akrilik-p-TKHEDKMS108;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Takı, Mücevher;50TL - 100TL;1
HRKERORKIDEFUSYA;Tek Dal Leylak (Phalaenopsis) Orkide 60-70 cm;http://images.hepsiburada.net/assets/Bahce/200/Bahce_4234031.jpg;http://images.hepsiburada.net/assets/Bahce/500/Bahce_4234031.jpg;Cumba Dünyası;44,90;89,90;50;4;3;http://www.hepsiburada.com/tek-dal-leylak-phalaenopsis-orkide-60-70-cm-p-HRKERORKIDEFUSYA;46 Yaş ve Üzeri,36-45 Yaş;Bahçe;0TL - 50TL;1
MBBESM12714BY;Bestline Nice Makyaj Masası/Aynası/Puf - Beyaz;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_3962699.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_3962699.jpg;Bestline;229,90;306,89;25;4;3,3;http://www.hepsiburada.com/bestline-nice-makyaj-masasi-aynasi-puf-beyaz-p-MBBESM12714BY;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;150TL - 250TL;15
SPORORB2601K;Orbis Voltage 26" 21 Vites Kadın Dağ Bisikleti;http://images.hepsiburada.net/assets/Spor/200/Spor_4622266.jpg;http://images.hepsiburada.net/assets/Spor/500/Spor_4622266.jpg;Orbis;333,90;434,07;23;16;3,9;http://www.hepsiburada.com/orbis-voltage-26-21-vites-kadin-dag-bisikleti-p-SPORORB2601K;36-45 Yaş;Spor, Fitness;250TL üzerinde;1
AILEDALEBR103D3-01;Lovellery Tüm Parmak Damla İncili Ray Bilezik;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_6676037.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_6676037.jpg;Lovellery;319,00;319,00;0;0;0;http://www.hepsiburada.com/lovellery-tum-parmak-damla-incili-ray-bilezik-p-AILEDALEBR103D3-01;25-35 Yaş;Anne, Bebek, Oyuncak;250TL üzerinde;10
MBNAYEDBELLY1;Bunjee Belly Ekmek Dolabı;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_4322086.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_4322086.jpg;Bunjee;139,90;173,00;19;14;4,8;http://www.hepsiburada.com/bunjee-belly-ekmek-dolabi-p-MBNAYEDBELLY1;46 Yaş ve Üzeri,36-45 Yaş;Mobilya, Dekorasyon;100TL - 150TL;3
ZYCHOC99;ChocChic Anneler Günü Çikolata;http://images.hepsiburada.net/assets/Taris/200/Taris_4637064.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4637064.jpg;ChocChic;27,90;34,89;20;0;0;http://www.hepsiburada.com/chocchic-anneler-gunu-cikolata-p-ZYCHOC99;36-45 Yaş,25-35 Yaş;Süpermarket;0TL - 50TL;1
TKASAS478KL;Altınsepeti Anneler Günü Kolyesi As478kl;http://images.hepsiburada.net/assets/Kuyumcu/200/Kuyumcu_4255518.jpg;http://images.hepsiburada.net/assets/Kuyumcu/500/Kuyumcu_4255518.jpg;Altın Sepeti;359,51;359,51;0;0;0;http://www.hepsiburada.com/altinsepeti-anneler-gunu-kolyesi-as478kl-p-TKASAS478KL;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Takı, Mücevher;250TL üzerinde;1
SGCKBEAUTY-100;Calvin Klein Beauty Edp 100 Ml Kadın Parfümü;http://images.hepsiburada.net/assets/Kozmetik/200/Kozmetik_2393875.jpg;http://images.hepsiburada.net/assets/Kozmetik/500/Kozmetik_2393875.jpg;Calvin Klein;129,9;129,9;0;36;4,3;http://www.hepsiburada.com/calvin-klein-beauty-edp-100-ml-kadin-parfumu-p-SGCKBEAUTY-100;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Kozmetik;100TL - 150TL;0
DKFIRSTMOM2016-03;First Steps Anneme Hediye Kutusu, Kalbimin Kraliçesine, Anneler Günü Özel;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_12559432.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_12559432.jpg;First Steps;42,90;65,90;35;0;0;http://www.hepsiburada.com/first-steps-anneme-hediye-kutusu-kalbimin-kralicesine-anneler-gunu-ozel-p-DKFIRSTMOM2016-03;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;0TL - 50TL;3
MTARC6233;Arçelik 6233 A+ 3 Programlı Bulaşık Makinesi;http://images.hepsiburada.net/assets/MAG/200/MAG_8658136.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_8658136.jpg;Arçelik;799,00;1369,00;42;3;4,3;http://www.hepsiburada.com/arcelik-6233-a-3-programli-bulasik-makinesi-p-MTARC6233;46 Yaş ve Üzeri;Beyaz Eşya, Mutfak;250TL üzerinde;0
MBVRLKREM100;Masifart 100 Cm Çekmeceli Krem Makyaj Masası Dresuar;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_4151374.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_4151374.jpg;Bunjee;439,90;879,90;50;3;5;http://www.hepsiburada.com/masifart-100-cm-cekmeceli-krem-makyaj-masasi-dresuar-p-MBVRLKREM100;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;250TL üzerinde;1
TKHEDSOV1105;7/24 Hediye Anneye Özel Baskılı Oval Taş;http://images.hepsiburada.net/assets/Kuyumcu/200/Kuyumcu_4684643.jpg;http://images.hepsiburada.net/assets/Kuyumcu/500/Kuyumcu_4684643.jpg;7/24 Hediye;49,89;79,83;38;0;0;http://www.hepsiburada.com/7-24-hediye-anneye-ozel-baskili-oval-tas-p-TKHEDSOV1105;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Takı, Mücevher;0TL - 50TL;1
SAGSAW0442L1;Guess Guw0442l1 Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_4897675.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_4897675.jpg;Guess;599,9;819,00;27;0;0;http://www.hepsiburada.com/guess-guw0442l1-kadin-kol-saati-p-SAGSAW0442L1;36-45 Yaş;Saat, Gözlük, Aksesuar;250TL üzerinde;0
HRKERORKIDEKIRMIZI;Tek Dal Bordo (Phalaenopsis) Orkide 60-70 cm;http://images.hepsiburada.net/assets/Bahce/200/Bahce_4234027.jpg;http://images.hepsiburada.net/assets/Bahce/500/Bahce_4234027.jpg;Cumba Dünyası;44,90;89,90;50;5;5;http://www.hepsiburada.com/tek-dal-bordo-phalaenopsis-orkide-60-70-cm-p-HRKERORKIDEKIRMIZI;46 Yaş ve Üzeri,36-45 Yaş;Bahçe;0TL - 50TL;1
ZYCHOC112;ChocChic Konuşan Çikolata-Canım Annem;http://images.hepsiburada.net/assets/Taris/200/Taris_4637061.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4637061.jpg;ChocChic;27,90;34,89;20;0;0;http://www.hepsiburada.com/chocchic-konusan-cikolata-canim-annem-p-ZYCHOC112;36-45 Yaş;Süpermarket;0TL - 50TL;1
EAMDALINA072;Rosemus Alina Çift Kişilik Pike Örtüsü Pike Örtüsü Myrus Turkuaz -1 Alana 1 Hediye!;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_5026308.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_5026308.jpg;Rosemus;49,90;62,90;21;0;0;http://www.hepsiburada.com/rosemus-alina-cift-kisilik-pike-ortusu-pike-ortusu-myrus-turkuaz-1-alana-1-hediye-p-EAMDALINA072;36-45 Yaş;Ev Tekstili;0TL - 50TL;4
EAKSEP004526;Eponj Home Baskılı Pike Takımı Çift Kişilik Coretta A.Pembe;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_5745071.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_5745071.jpg;Eponj Home;49,90;89,14;44;0;0;http://www.hepsiburada.com/eponj-home-baskili-pike-takimi-cift-kisilik-coretta-a-pembe-p-EAKSEP004526;36-45 Yaş;Ev Tekstili;0TL - 50TL;4
MBUST66010016;Karemo Kiler Dolabı 570 Beyaz Deri Desenli;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_3114546.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_3114546.jpg;Karemo;389,90;572,90;32;29;4,2;http://www.hepsiburada.com/karemo-kiler-dolabi-570-beyaz-deri-desenli-p-MBUST66010016;46 Yaş ve Üzeri,36-45 Yaş;Mobilya, Dekorasyon;250TL üzerinde;7
AILEOKI34001;Okiedog Damask Metro Beyaz;http://images.hepsiburada.net/assets/Oyuncak/200/Oyuncak_5093054.jpg;http://images.hepsiburada.net/assets/Oyuncak/500/Oyuncak_5093054.jpg;Okiedog;169,89;224,90;24;0;0;http://www.hepsiburada.com/okiedog-damask-metro-beyaz-p-AILEOKI34001;25-35 Yaş;Anne, Bebek, Oyuncak;150TL - 250TL;0
BS600756;Targus THZ372EU FolioStand iPad Mini Kılıf Kırmızı;http://images.hepsiburada.net/assets/Bilgisayar/200/Bilgisayar_10340474.jpg;http://images.hepsiburada.net/assets/Bilgisayar/500/Bilgisayar_10340474.jpg;Targus;44,25;44,25;0;0;0;http://www.hepsiburada.com/targus-thz372eu-foliostand-ipad-mini-kilif-kirmizi-p-BS600756;25-35 Yaş;Bilgisayar;0TL - 50TL;0
MTEVX2615B;Evoks New Trend 24 Parça Stantlı Beyaz Çatal Kaşık Bıçak Takımı;http://images.hepsiburada.net/assets/MAG/200/MAG_10487275.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_10487275.jpg;Evoks;49,90;124,90;60;4;4,5;http://www.hepsiburada.com/evoks-new-trend-24-parca-stantli-beyaz-catal-kasik-bicak-takimi-p-MTEVX2615B;36-45 Yaş,25-35 Yaş;Beyaz Eşya, Mutfak;0TL - 50TL;3
BD804973;Vivanco 34883 SR3 Beyaz Kulakiçi Kulaklık;http://images.hepsiburada.net/assets/Bilgisayar/200/Bilgisayar_12471902.jpg;http://images.hepsiburada.net/assets/Bilgisayar/500/Bilgisayar_12471902.jpg;Vivanco;14,90;14,90;0;0;0;http://www.hepsiburada.com/vivanco-34883-sr3-beyaz-kulakici-kulaklik-p-BD804973;36-45 Yaş;Bilgisayar;0TL - 50TL;0
MTPHIHD7301;Philips Çay Ustası HD7301/00 1700W Çay Makinesi Siyah;http://images.hepsiburada.net/assets/MAG/200/MAG_11405675.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_11405675.jpg;Philips;113,99;113,99;0;38;4,4;http://www.hepsiburada.com/philips-cay-ustasi-hd7301-00-1700w-cay-makinesi-siyah-p-MTPHIHD7301;25-35 Yaş;Beyaz Eşya, Mutfak;100TL - 150TL;0
SASUOT700;Swatch SUOT700 Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_1408935.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_1408935.jpg;Swatch;196,35;196,35;0;2;5;http://www.hepsiburada.com/swatch-suot700-kadin-kol-saati-p-SASUOT700;25-35 Yaş;Saat, Gözlük, Aksesuar;150TL - 250TL;0
ZYCHOC98;ChocChic Ne Çektin Be Annem Çikolata;http://images.hepsiburada.net/assets/Taris/200/Taris_4637047.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4637047.jpg;ChocChic;41,90;49,90;16;0;0;http://www.hepsiburada.com/chocchic-ne-cektin-be-annem-cikolata-p-ZYCHOC98;36-45 Yaş;Süpermarket;0TL - 50TL;1
EAKAP8697911079403;Casandra Celebrity Çift Kişilik Rosalinda Poudra Yatak Örtüsü;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_4618334.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_4618334.jpg;Casandra;179,28;179,28;0;2;4,5;http://www.hepsiburada.com/casandra-celebrity-cift-kisilik-rosalinda-poudra-yatak-ortusu-p-EAKAP8697911079403;36-45 Yaş;Ev Tekstili;150TL - 250TL;0
DKTABLOAN-08;Tabloshop - Anneler Günü Özel Tablo Saat - Tablo Hediyeli;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_2399598.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_2399598.jpg;TabloShop;54,91;75,76;28;0;0;http://www.hepsiburada.com/tabloshop-anneler-gunu-ozel-tablo-saat-tablo-hediyeli-p-DKTABLOAN-08;46 Yaş ve Üzeri,36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;3
ZYCHOC92;ChocChic Büyükkanneme Çikolata;http://images.hepsiburada.net/assets/Taris/200/Taris_4637049.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4637049.jpg;ChocChic;32,90;39,90;18;0;0;http://www.hepsiburada.com/chocchic-buyukkanneme-cikolata-p-ZYCHOC92;36-45 Yaş;Süpermarket;0TL - 50TL;1
HRTEKNIKNATURAL6LI;Gardenwind 6lı Hediye Paketi P1678006;http://images.hepsiburada.net/assets/Bahce/200/Bahce_1392784.jpg;http://images.hepsiburada.net/assets/Bahce/500/Bahce_1392784.jpg;Gardenwind;44,90;64,90;31;0;0;http://www.hepsiburada.com/gardenwind-6li-hediye-paketi-p1678006-p-HRTEKNIKNATURAL6LI;46 Yaş ve Üzeri;Bahçe;0TL - 50TL;4
MTFFS61010002070;Fissler Vitavit Comfort Düdüklü Tencere 2,5 Lt;http://images.hepsiburada.net/assets/MAG/200/MAG_4681708.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_4681708.jpg;Fissler;499,90;898,90;44;6;5;http://www.hepsiburada.com/fissler-vitavit-comfort-duduklu-tencere-2-5-lt-p-MTFFS61010002070;36-45 Yaş,25-35 Yaş;Beyaz Eşya, Mutfak;250TL üzerinde;0
DKNOM125JXN287;Anne Ve Kız Figürlü Porselen Biblo;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_4058028.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_4058028.jpg;Gift Cloud;391,02;547,45;29;0;0;http://www.hepsiburada.com/anne-ve-kiz-figurlu-porselen-biblo-p-DKNOM125JXN287;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;250TL üzerinde;5
SAKENY8080;Dkny Ny8080 Kadın Kol Saati;http://images.hepsiburada.net/assets/Saat/200/Saat_2756446.jpg;http://images.hepsiburada.net/assets/Saat/500/Saat_2756446.jpg;Dkny;658,0;1099,0;40;0;0;http://www.hepsiburada.com/dkny-ny8080-kadin-kol-saati-p-SAKENY8080;25-35 Yaş;Saat, Gözlük, Aksesuar;250TL üzerinde;0
EVPHIGC4910;Philips GC4910/10 PerfectCare Azur 2400W Steam Glide Plus Tabanlı Otomatik Kapanma Özellikli Akıllı Ütü;http://images.hepsiburada.net/assets/EE/200/EE_3865160.jpg;http://images.hepsiburada.net/assets/EE/500/EE_3865160.jpg;Philips;289,89;359,99;19;10;4,7;http://www.hepsiburada.com/philips-gc4910-10-perfectcare-azur-2400w-steam-glide-plus-tabanli-otomatik-kapanma-ozellikli-akilli-utu-p-EVPHIGC4910;25-35 Yaş;Ev Elektroniği;250TL üzerinde;0
ZYCHOC259;ChocChic Bol Şekerli Aşk-Canım Annem Çikolata;http://images.hepsiburada.net/assets/Taris/200/Taris_4637071.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4637071.jpg;ChocChic;29,91;39,90;25;0;0;http://www.hepsiburada.com/chocchic-bol-sekerli-ask-canim-annem-cikolata-p-ZYCHOC259;36-45 Yaş;Süpermarket;0TL - 50TL;1
DKBAN26020;Willow Tree Angel Of Healing (Şifa Meleği) Biblo;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_2692164.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_2692164.jpg;Willow Tree;54,91;76,89;29;0;0;http://www.hepsiburada.com/willow-tree-angel-of-healing-sifa-melegi-biblo-p-DKBAN26020;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;50TL - 100TL;2
HRKERORKIDELILA;Tek Dal Lila (Phalaenopsis) Orkide 60-70 cm;http://images.hepsiburada.net/assets/Bahce/200/Bahce_4234046.jpg;http://images.hepsiburada.net/assets/Bahce/500/Bahce_4234046.jpg;Cumba Dünyası;44,90;89,90;50;2;5;http://www.hepsiburada.com/tek-dal-lila-phalaenopsis-orkide-60-70-cm-p-HRKERORKIDELILA;46 Yaş ve Üzeri,36-45 Yaş;Bahçe;0TL - 50TL;1
MBTIKALIZATVB;Liza Tv Ünitesi Beyaz;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_4695394.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_4695394.jpg;Decorotika;169,90;259,90;35;48;4,1;http://www.hepsiburada.com/liza-tv-unitesi-beyaz-p-MBTIKALIZATVB;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;150TL - 250TL;2
EAKSEP002181;Eponj Home Pike Takımı Çift Kişilik Lavie Gül Kurusu;http://images.hepsiburada.net/assets/EvTekstil/200/EvTekstil_5745401.jpg;http://images.hepsiburada.net/assets/EvTekstil/500/EvTekstil_5745401.jpg;Eponj Home;59,90;93,34;36;0;0;http://www.hepsiburada.com/eponj-home-pike-takimi-cift-kisilik-lavie-gul-kurusu-p-EAKSEP002181;36-45 Yaş;Ev Tekstili;50TL - 100TL;0
MT2100090477;Tefal Hard Titanium İkili Tava Set 21 cm + 28 cm;http://images.hepsiburada.net/assets/MAG/200/MAG_12891757.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_12891757.jpg;Tefal;109,91;239,91;54;50;4,8;http://www.hepsiburada.com/tefal-hard-titanium-ikili-tava-set-21-cm-28-cm-p-MT2100090477;36-45 Yaş,25-35 Yaş;Beyaz Eşya, Mutfak;100TL - 150TL;0
MTARNAYVALIK4000;Arnica Ayvalık 4000 Izgaralı Tost Makinesi;http://images.hepsiburada.net/assets/MAG/200/MAG_4100586.jpg;http://images.hepsiburada.net/assets/MAG/500/MAG_4100586.jpg;Arnica;99,90;139,90;29;5;4,6;http://www.hepsiburada.com/arnica-ayvalik-4000-izgarali-tost-makinesi-p-MTARNAYVALIK4000;25-35 Yaş;Beyaz Eşya, Mutfak;50TL - 100TL;0
ZYCHOC095;ChocChic En Güzel Anneye Çikolata;http://images.hepsiburada.net/assets/Taris/200/Taris_4638082.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4638082.jpg;ChocChic;29,91;34,89;14;0;0;http://www.hepsiburada.com/chocchic-en-guzel-anneye-cikolata-p-ZYCHOC095;36-45 Yaş;Süpermarket;0TL - 50TL;1
ZYCHOC331;ChocChic Beyaz Orkide Çikolatalı Konuşan Çiçek;http://images.hepsiburada.net/assets/Taris/200/Taris_4157561.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4157561.jpg;ChocChic;99,90;134,90;26;0;0;http://www.hepsiburada.com/chocchic-beyaz-orkide-cikolatali-konusan-cicek-p-ZYCHOC331;36-45 Yaş;Süpermarket;50TL - 100TL;2
ZYCHOC333;ChocChic Gökkuşağı Çikolatalı Çiçek;http://images.hepsiburada.net/assets/Taris/200/Taris_4157585.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4157585.jpg;ChocChic;134,90;134,90;0;0;0;http://www.hepsiburada.com/chocchic-gokkusagi-cikolatali-cicek-p-ZYCHOC333;36-45 Yaş;Süpermarket;100TL - 150TL;2
ZYCHOC334;ChocChic Nilüfer Çikolatalı Çiçek;http://images.hepsiburada.net/assets/Taris/200/Taris_4157586.jpg;http://images.hepsiburada.net/assets/Taris/500/Taris_4157586.jpg;ChocChic;149,90;149,90;0;0;0;http://www.hepsiburada.com/chocchic-nilufer-cikolatali-cicek-p-ZYCHOC334;36-45 Yaş;Süpermarket;100TL - 150TL;2
MBSERHUGOMODENA1;Hugo Kitaplık - Modena;http://images.hepsiburada.net/assets/Mobilya/200/Mobilya_5092966.jpg;http://images.hepsiburada.net/assets/Mobilya/500/Mobilya_5092966.jpg;Serhat Mobilya;169,90;229,90;26;5;4,8;http://www.hepsiburada.com/hugo-kitaplik-modena-p-MBSERHUGOMODENA1;36-45 Yaş,25-35 Yaş;Mobilya, Dekorasyon;150TL - 250TL;3
